dma_name,geometry,pipe_size
DM-14-18-06-01,POINT (663317.0201000734 1505382.104999998),300.0
DM-14-18-04-01,POINT (663521.0742000729 1505848.680399998),300.0
DM-14-18-03-01,POINT (663331.0683000737 1506538.225899999),
DM-14-18-02-03,POINT (664390.1867000766 1507920.683399996),
DM-14-18-02-01,POINT (666079.3911000806 1506951.675399999),300.0
DM-14-18-01-02,POINT (664384.3561000747 1507926.691299998),300.0
DM-14-18-01-01,POINT (665095.817700077 1508436.648799998),300.0
DM-02-17-02-02,POINT (662687.8336000706 1507347.486799998),
DM-02-17-02-01,POINT (662317.5263000703 1508335.480199998),
DM-02-17-01-02,POINT (662740.3496000728 1507240.720399997),
DM-02-17-01-01,POINT (662331.5062000714 1508341.716299998),
DM-14-11-08-02,POINT (665178.4900000782 1501685.070299998),300.0
DM-14-11-09-01,POINT (665062.3238000779 1501915.582699997),300.0
DM-14-11-07-02,POINT (668143.3112000849 1500676.122499997),300.0
DM-14-11-03-01,POINT (669842.7124000879 1503317.028199998),300.0
DM-14-11-02-02,POINT (670413.2851000907 1501712.118199997),300.0
DM-02-10-05-01,POINT (663583.9560000738 1512649.673699997),
DM-14-07-07-01,POINT (663964.2658000754 1504301.198899999),300.0
DM-14-07-05-01,POINT (667272.5184000818 1505643.798699998),0.0
DM-14-07-04-01,POINT (666463.7904000815 1506530.032399998),300.0
DM-14-07-03-04,POINT (666756.4784000823 1503353.973999997),0.0
DM-14-07-03-02,POINT (668277.2392000847 1504517.677199999),300.0
DM-14-07-02-02,POINT (669278.4533000882 1503452.084999999),300.0
DM-14-07-02-01,POINT (668291.9719000863 1504552.010999997),300.0
DM-14-07-01-03,POINT (666100.0521000782 1506983.459599998),300.0
DM-14-07-01-01,POINT (666492.9993000836 1506549.892499997),300.0
DM-14-06-04-03,POINT (664717.6340000755 1509478.944099999),300.0
DM-14-06-04-02,POINT (664957.6043000766 1508913.891799998),300.0
DM-02-06-03-01,POINT (666585.2296000812 1511239.609499998),
DM-02-06-01-01,POINT (664288.8088000761 1510550.016799998),
DM-02-05-07-02,POINT (662443.5873000692 1512355.858399999),
DM-14-05-03-01,POINT (660967.8948000676 1513314.889499999),200.0
DM-56-07-05-01,POINT (645380.3307000378 1530358.810299998),300.0
DM-56-07-03-01,POINT (647306.1242000427 1530554.715799998),0.0
DM-56-07-02-01,POINT (652654.6375000505 1530862.004899997),300.0
DM-56-07-01-01,POINT (652533.7101000505 1527297.097399998),200.0
DM-56-06-04-01,POINT (659430.4991000645 1526543.431299997),300.0
DM-56-04-05-01,POINT (659260.9317000639 1526683.598299998),300.0
DM-56-04-01-01,POINT (652608.2044000502 1527288.508399999),300.0
DM-56-02-08-01,POINT (660726.0623000681 1529282.069599996),300.0
DM-56-02-05-01,POINT (658439.7000000612 1530081.062799996),300.0
DM-56-02-07-01,POINT (657576.3603000587 1530440.017299998),150.0
DM-56-02-04-01,POINT (657562.4004000602 1530461.133499997),
DM-56-02-02-01,POINT (656880.296600061 1534026.9594),300.0
DM-56-02-01-01,POINT (658384.2450000626 1533891.132799998),300.0
DM-56-01-05-01,POINT (652675.1059000506 1529198.942199997),200.0
DM-14-17-05-01,POINT (659926.4949000657 1509618.279499999),300.0
DM-11-10-73-04,POINT (646428.3509000407 1509943.912399999),
DM-11-10-73-03,POINT (647004.0314000419 1509296.261699999),
DM-11-10-73-02,POINT (647734.8911000439 1508741.551399998),
DM-11-10-73-01,POINT (648390.194100044 1508175.991499998),
DM-11-10-72-03,POINT (645658.4573000396 1511889.779199998),
DM-11-10-72-02,POINT (646134.4077000421 1511041.122999998),
DM-11-10-72-01,POINT (646123.1953000391 1511035.904699998),
DM-11-10-71-02,POINT (649474.2732000456 1509077.288399998),
DM-11-10-71-01,POINT (649776.8989000478 1510995.3888),
DM-11-10-69-02,POINT (649582.1847000449 1513004.965099999),
DM-11-10-69-01,POINT (649770.4328000449 1512024.528399998),
DM-11-10-68-04,POINT (646440.9369000413 1509945.509799998),
DM-11-10-68-03,POINT (647013.9178000406 1509308.6208),
DM-11-10-68-02,POINT (647740.3789000427 1508754.843799999),
DM-11-10-68-01,POINT (648405.508700044 1508189.5499),
DM-11-10-67-03,POINT (645679.0622000422 1511883.418199997),
DM-11-10-66-01,POINT (648329.609800045 1513902.265799999),
DM-11-10-65-02,POINT (646408.1635000397 1513197.9079),
DM-11-10-65-01,POINT (646404.4804000402 1513210.776199997),
DM-11-10-64-01,POINT (645150.8705000399 1513944.198699999),
DM-11-10-63-01,POINT (646305.8073000407 1515625.782599998),
DM-11-10-62-01,POINT (647562.655900042 1515738.146799999),
DM-11-10-61-01,POINT (645087.4846000387 1515523.9085),
DM-11-10-60-01,POINT (645411.659400039 1512820.0064),
DM-11-10-59-01,POINT (645138.17090004 1513941.243299998),
DM-11-10-58-02,POINT (644810.6278000389 1515540.456499998),
DM-11-10-58-01,POINT (644919.3629000396 1515061.1358),
DM-11-08-23-01,POINT (651547.2862000503 1516097.3979),
DM-11-08-22-01,POINT (650741.2951000476 1516030.591),
DM-11-08-21-01,POINT (649018.4311000453 1514837.563099998),
DM-11-08-20-01,POINT (649268.4359000444 1515890.383999999),300.0
DM-11-08-16-01,POINT (652234.9426000498 1514071.848399999),
DM-11-08-13-02,POINT (649783.9140000462 1512034.640099998),
DM-11-08-08-03,POINT (650213.6147000463 1509640.989799998),
DM-11-08-07-02,POINT (649489.0925000467 1509054.606599997),
DM-11-07-57-02,POINT (650903.7258000472 1517041.227699998),
DM-11-07-57-01,POINT (650368.4699000494 1516029.193699998),
DM-11-07-56-01,POINT (649253.807000045 1515929.543299997),
DM-11-07-55-01,POINT (649011.8840000448 1515912.690499998),
DM-11-07-54-02,POINT (650868.6140000487 1518857.332499997),
DM-11-07-54-01,POINT (650893.8435000471 1517597.960299999),
DM-11-07-53-04,POINT (647881.8811000424 1517233.134899998),
DM-11-07-53-01,POINT (647889.7564000447 1517232.355399997),
DM-11-07-52-01,POINT (648487.8074000439 1515866.472199998),
DM-11-07-51-01,POINT (646301.0305000407 1515671.167199999),
DM-11-07-50-01,POINT (645401.2918000399 1515592.915299999),
DM-11-07-48-01,POINT (647459.2067000432 1518024.183399998),
DM-11-07-47-01,POINT (650845.3664000472 1520059.216399997),
DM-11-06-25-01,POINT (652097.1391000495 1511613.657400001),
DM-11-06-24-02,POINT (652470.3870000513 1516182.526199998),
DM-11-06-24-01,POINT (653386.3983000526 1516266.211999999),
DM-11-06-19-02,POINT (654061.7476000534 1513798.873599998),
DM-11-06-19-01,POINT (653702.0606000538 1515350.775299997),
DM-11-06-18-02,POINT (654074.8768000528 1513806.4689),
DM-11-06-18-01,POINT (653716.3174000536 1515365.886199998),
DM-11-06-17-01,POINT (654116.6434000533 1512613.767199998),
DM-11-06-15-01,POINT (652246.1940000507 1514062.118699999),
DM-11-06-11-01,POINT (653652.2365000524 1513228.5439),
DM-11-06-10-01,POINT (654045.6190000552 1512058.127299998),
DM-11-05-31-01,POINT (652047.7679000502 1517974.434899998),
DM-11-05-30-02,POINT (651968.3283000523 1519043.385599999),
DM-11-05-30-01,POINT (651960.0862000487 1520188.745099999),
DM-11-05-29-01,POINT (653383.7410000552 1516297.288799997),
DM-11-05-28-02,POINT (652464.5293000494 1516211.581599996),
DM-11-05-28-01,POINT (652049.5299000511 1516833.770199997),
DM-11-05-27-03,POINT (650947.0817000479 1517028.279399999),
DM-11-05-27-02,POINT (650954.3395000491 1516510.318099997),
DM-11-05-27-01,POINT (651973.5878000502 1517984.051),
DM-11-05-26-01,POINT (652033.4691000505 1520193.064299998),
DM-11-03-44-01,POINT (656835.7440000589 1518566.116099998),
DM-11-03-43-02,POINT (655026.1089000563 1519129.826399999),
DM-11-03-43-01,POINT (655024.529000055 1519116.414699997),
DM-11-03-42-02,POINT (657794.0161000614 1519495.400699997),
DM-11-03-42-01,POINT (656882.6597000585 1519235.047799999),
DM-11-03-39-01,POINT (656471.6331000578 1516804.034899997),
DM-11-03-34-02,POINT (654422.6032000552 1518128.766399999),
DM-11-03-34-01,POINT (655249.1983000581 1517731.164999998),
DM-11-03-33-02,POINT (655017.131500056 1516439.990599997),
DM-11-03-33-01,POINT (655777.0033000577 1516566.066699999),
DM-11-03-32-01,POINT (654520.6544000551 1516396.840299999),
DM-11-03-05-01,POINT (658013.8267000609 1517503.8573),
DM-14-11-04-01,POINT (665658.2910000801 1502041.691299997),0.0
DM-02-11-04-02,POINT (665826.9253000804 1499950.800799997),
DM-14-06-05-01,POINT (666599.1785000802 1511226.765299997),300.0
DM-01-01-01-01,POINT (659270.2969000652 1522004.184299998),
DM-15-08-03-01,POINT (671307.4920000931 1541728.903399999),300.0
DM-01-03-06-01,POINT (660490.7729000688 1522448.959199999),0.0
DM-01-06-02-04,POINT (654641.8210000574 1525689.828799999),0.0
DM-02-01-04-01,POINT (661810.9153000686 1518826.910999999),300.0
DM-02-01-04-04,POINT (663037.3408000718 1518408.862099996),150.0
DM-02-01-04-05,POINT (663049.5438000741 1518395.791499999),150.0
DM-02-16-02-02,POINT (658897.9366000625 1516445.727499997),0.0
DM-02-16-02-01,POINT (658915.2140000627 1516511.839299998),300.0
DM-03-06-04-02,POINT (670123.4531000885 1523551.926699996),300.0
DM-05-02-06-02,POINT (665119.1089000774 1515774.376499998),0.0
DM-06-02-07-02,POINT (663730.2488000761 1519215.909499996),400.0
DM-06-02-07-01,POINT (663442.6757000737 1519394.680699998),300.0
DM-06-03-06-01,POINT (663178.6331000727 1520918.430199996),200.0
DM-03-06-11-01,POINT (669242.5376000891 1521315.789699999),300.0
DM-07-05-10-01,POINT (672324.6985000956 1516592.298399997),300.0
DM-07-05-01-01,POINT (667735.7276000828 1519786.925399997),300.0
DM-07-07-06-03,POINT (683456.6313001321 1521940.498399998),300.0
DM-12-05-01-01,POINT (678995.9525001161 1530849.985699996),300.0
DM-13-01-02-01,POINT (673548.999500101 1514923.482199998),0.0
DM-13-02-04-01,POINT (673411.6518001001 1512234.794599997),0.0
DM-13-02-04-02,POINT (673396.8750000988 1512214.355999999),0.0
DM-13-03-05-01,POINT (684263.2678001358 1517589.600399999),300.0
DM-14-10-05-02,POINT (663236.1826000733 1512849.428099997),300.0
DM-14-10-05-01,POINT (663564.2076000732 1512684.616399999),300.0
DM-02-10-07-01,POINT (664349.8272000762 1511553.969799997),
DM-14-11-06-01,POINT (670298.6943000907 1501010.598799998),300.0
DM-14-18-02-04,POINT (664521.2336000769 1506843.849799997),300.0
DM-02-18-02-02,POINT (664505.5191000762 1506932.753499998),
DM-15-01-07-01,POINT (667554.278000084 1529466.609799997),300.0
DM-15-04-03-01,POINT (667966.3277000843 1531834.823499997),300.0
DM-16-06-01-01,POINT (677841.1221001135 1531522.517699995),300.0
DM-17-01-03-01,POINT (673798.8670001011 1503616.413299996),0.0
DM-17-01-04-01,POINT (673481.0516001005 1501604.112899997),300.0
DM-17-03-06-02,POINT (668966.9883000869 1506880.332499998),300.0
DM-17-03-07-01,POINT (671900.1265000955 1507419.6248),400.0
DM-17-05-04-01,POINT (674128.6403001049 1508161.842899999),300.0
DM-17-06-08-01,POINT (673819.3455000996 1503638.397799998),0.0
DM-17-07-05-01,POINT (677056.506300112 1501143.759799997),300.0
DM-17-07-06-01,POINT (677059.6501001117 1501171.456499998),0.0
DM-53-01-01-01,POINT (686109.6713001443 1535040.413299997),300.0
DM-53-01-05-01,POINT (686049.0784001427 1532104.170699997),150.0
DM-53-05-01-04,POINT (692691.9549001734 1530556.384599997),0.0
DM-53-05-03-02,POINT (695581.0114001879 1532099.488199995),300.0
DM-55-05-02-01,POINT (693621.1266001791 1519642.608899994),0.0
DM-55-05-02-02,POINT (696118.0049001903 1523433.484399996),0.0
DM-02-08-03-01,POINT (656898.060188491 1506888.410066484),0.0
DM-56-07-04-01,POINT (649977.7943575195 1529293.89571235),0.0
DM-56-03-03-01,POINT (652478.1574162042 1532527.767078432),0.0
DM-56-03-04-01,POINT (652439.9978554869 1532773.758989695),0.0
DM-56-03-06-02,POINT (652333.6627397006 1533954.741395173),0.0
DM-56-05-04-01,POINT (649573.8260418768 1538104.330637876),300.0
DM-56-05-05-01,POINT (646197.703043855 1538057.587957705),
DM-56-01-03-02,POINT (656642.1541449232 1532246.741847709),0.0
DM-56-02-02-02,POINT (656846.2306803805 1532644.672844273),0.0
DM-56-02-03-01,POINT (657204.4343879113 1531087.396408731),0.0
DM-56-02-05-02,POINT (659090.7853630764 1531038.508111681),0.0
DM-56-02-06-01,POINT (659848.0158119446 1531772.765511735),0.0
DM-56-02-09-01,POINT (659562.2545011108 1528998.454506917),
